cveID,vendor,product,state,cwe_description,vector_string,cweID,assignerShortName,datePublished
CVE-2013-3144,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 8 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3151 and CVE-2013-3163.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3145,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3150.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3146,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3152.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3147,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 6 through 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-07-10T01:00:00
CVE-2013-3148,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 6 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3153.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3149,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 7 and 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-07-10T01:00:00
CVE-2013-3150,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3145.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3151,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 8 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3144 and CVE-2013-3163.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3152,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3146.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3153,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 6 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3148.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3154,microsoft,n/a,PUBLISHED,"The signature-update functionality in Windows Defender on Microsoft Windows 7 and Windows Server 2008 R2 relies on an incorrect pathname; which allows local users to gain privileges via a Trojan horse application in the %SYSTEMDRIVE% top-level directory; aka ""Microsoft Windows 7 Defender Improper Pathname Vulnerability.""",,,microsoft,2013-07-10T01:00:00
CVE-2013-3155,microsoft,n/a,PUBLISHED,"Microsoft Access 2007 SP3; 2010 SP1 and SP2; and 2013 in Microsoft Office allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Access file; aka ""Access Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3157.",,,microsoft,2013-09-11T10:00:00
CVE-2013-3156,microsoft,n/a,PUBLISHED,"Microsoft Access 2007 SP3; 2010 SP1 and SP2; and 2013 in Microsoft Office allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Access file; aka ""Access File Format Memory Corruption Vulnerability.""",,,microsoft,2013-09-11T10:00:00
CVE-2013-3157,microsoft,n/a,PUBLISHED,"Microsoft Access 2007 SP3; 2010 SP1 and SP2; and 2013 in Microsoft Office allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Access file; aka ""Access Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3155.",,,microsoft,2013-09-11T10:00:00
CVE-2013-3158,microsoft,n/a,PUBLISHED,"Microsoft Excel 2003 SP3 and 2007 SP3 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Office document; aka ""Microsoft Office Memory Corruption Vulnerability.""",,,microsoft,2013-09-11T10:00:00
CVE-2013-3159,microsoft,n/a,PUBLISHED,"Microsoft Excel 2003 SP3; 2007 SP3; and 2010 SP1 and SP2; Excel Viewer; and Microsoft Office Compatibility Pack SP3 allow remote attackers to read arbitrary files via an XML document containing an external entity declaration in conjunction with an entity reference; related to an XML External Entity (XXE) issue; aka ""XML External Entities Resolution Vulnerability.""",,,microsoft,2013-09-11T10:00:00
CVE-2013-3160,microsoft,n/a,PUBLISHED,"Microsoft Office 2003 SP3 and 2007 SP3; Word 2003 SP3 and 2007 SP3; and Word Viewer allow remote attackers to read arbitrary files via an XML document containing an external entity declaration in conjunction with an entity reference; related to an XML External Entity (XXE) issue; aka ""XML External Entities Resolution Vulnerability.""",,,microsoft,2013-09-11T10:00:00
CVE-2013-3161,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3143.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3162,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 7 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3115.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3163,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 8 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3144 and CVE-2013-3151.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3164,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-07-10T01:00:00
CVE-2013-3165,microsoft,,REJECTED,,,,microsoft,2017-05-11T14:01:00
CVE-2013-3166,microsoft,n/a,PUBLISHED,"Cross-site scripting (XSS) vulnerability in Microsoft Internet Explorer 6 through 10 allows remote attackers to inject arbitrary web script or HTML via vectors involving incorrect auto-selection of the Shift JIS encoding; leading to cross-domain scrolling events; aka ""Shift JIS Character Encoding Vulnerability;"" a different vulnerability than CVE-2013-0015.",,,microsoft,2013-07-10T01:00:00
CVE-2013-3167,microsoft,n/a,PUBLISHED,"win32k.sys in the kernel-mode drivers in Microsoft Windows XP SP2 and SP3; Windows Server 2003 SP2; Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; and Windows 7 SP1 does not properly handle objects in memory; which allows local users to gain privileges via a crafted application; aka ""Win32k Information Disclosure Vulnerability.""",,,microsoft,2013-07-10T01:00:00
CVE-2013-3168,microsoft,,REJECTED,,,,microsoft,2017-05-11T14:01:00
CVE-2013-3169,microsoft,,REJECTED,,,,microsoft,2017-05-11T14:01:00
CVE-2013-3170,microsoft,,REJECTED,,,,microsoft,2017-05-11T14:01:00
CVE-2013-3171,microsoft,n/a,PUBLISHED,"The serialization functionality in Microsoft .NET Framework 2.0 SP2; 3.5; 3.5 SP1; 3.5.1; 4; and 4.5 does not properly check the permissions of delegate objects; which allows remote attackers to execute arbitrary code via (1) a crafted XAML browser application (XBAP) or (2) a crafted .NET Framework application that leverages a partial-trust relationship; aka ""Delegate Serialization Vulnerability.""",,,microsoft,2013-07-10T01:00:00
CVE-2013-3172,microsoft,n/a,PUBLISHED,"Buffer overflow in win32k.sys in the kernel-mode drivers in Microsoft Windows XP SP2 and SP3; Windows Server 2003 SP2; Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; and Windows 7 SP1 allows local users to cause a denial of service (system hang) via a crafted application that leverages improper handling of objects in memory; aka ""Win32k Buffer Overflow Vulnerability.""",,,microsoft,2013-07-10T01:00:00
CVE-2013-3173,microsoft,n/a,PUBLISHED,"Buffer overflow in win32k.sys in the kernel-mode drivers in Microsoft Windows XP SP2 and SP3; Windows Server 2003 SP2; Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8; Windows Server 2012; and Windows RT allows local users to gain privileges via a crafted application that leverages improper handling of objects in memory; aka ""Win32k Buffer Overwrite Vulnerability.""",,,microsoft,2013-07-10T01:00:00
CVE-2013-3174,microsoft,n/a,PUBLISHED,"DirectShow in Microsoft Windows XP SP2 and SP3; Windows Server 2003 SP2; Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8; and Windows Server 2012 allows remote attackers to execute arbitrary code via a crafted GIF file; aka ""DirectShow Arbitrary Memory Overwrite Vulnerability.""",,,microsoft,2013-07-10T01:00:00
CVE-2013-3175,microsoft,n/a,PUBLISHED,"Microsoft Windows XP SP2 and SP3; Windows Server 2003 SP2; Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8; Windows Server 2012; and Windows RT allow remote attackers to execute arbitrary code via a malformed asynchronous RPC request; aka ""Remote Procedure Call Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3176,microsoft,,REJECTED,,,,microsoft,2017-05-11T14:01:00
CVE-2013-3177,microsoft,,REJECTED,,,,microsoft,2017-05-11T14:01:00
CVE-2013-3178,microsoft,n/a,PUBLISHED,"Microsoft Silverlight 5 before 5.1.20513.0 does not properly initialize arrays; which allows remote attackers to execute arbitrary code or cause a denial of service (NULL pointer dereference) via a crafted Silverlight application; aka ""Null Pointer Vulnerability.""",,,microsoft,2013-07-10T01:00:00
CVE-2013-3179,microsoft,n/a,PUBLISHED,"Cross-site scripting (XSS) vulnerability in Microsoft SharePoint Server 2007 SP3; 2010 SP1 and SP2; and 2013 allows remote attackers to inject arbitrary web script or HTML via a crafted request; aka ""SharePoint XSS Vulnerability.""",,,microsoft,2013-09-11T10:00:00
CVE-2013-3180,microsoft,n/a,PUBLISHED,"Cross-site scripting (XSS) vulnerability in Microsoft SharePoint Server 2010 SP1 and SP2 and 2013 allows remote attackers to inject arbitrary web script or HTML via a crafted POST request; aka ""POST XSS Vulnerability.""",,,microsoft,2013-09-11T10:00:00
CVE-2013-3181,microsoft,n/a,PUBLISHED,"usp10.dll in the Unicode Scripts Processor in Microsoft Windows XP SP2 and SP3 and Windows Server 2003 SP2 allows remote attackers to execute arbitrary code via a crafted OpenType font; aka ""Uniscribe Font Parsing Engine Memory Corruption Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3182,microsoft,n/a,PUBLISHED,"The Windows NAT Driver (aka winnat) service in Microsoft Windows Server 2012 does not properly validate memory addresses during the processing of ICMP packets; which allows remote attackers to cause a denial of service (memory corruption and system hang) via crafted packets; aka ""Windows NAT Denial of Service Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3183,microsoft,n/a,PUBLISHED,"The TCP/IP implementation in Microsoft Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8; Windows Server 2012; and Windows RT does not properly perform memory allocation for inbound ICMPv6 packets; which allows remote attackers to cause a denial of service (system hang) via crafted packets; aka ""ICMPv6 Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3184,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 7 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3185,microsoft,n/a,PUBLISHED,"Microsoft Active Directory Federation Services (AD FS) 1.x through 2.1 on Windows Server 2003 R2 SP2; Windows Server 2008 SP2 and R2 SP1; and Windows Server 2012 allows remote attackers to obtain sensitive information about the service account; and possibly conduct account-lockout attacks; by connecting to an endpoint; aka ""AD FS Information Disclosure Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3186,microsoft,n/a,PUBLISHED,"The Protected Mode feature in Microsoft Internet Explorer 7 through 10 on Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8; Windows Server 2012; and Windows RT does not properly implement the Integrity Access Level (aka IL) protection mechanism; which allows remote attackers to obtain medium-integrity privileges by leveraging access to a low-integrity process; aka ""Process Integrity Level Assignment Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3187,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3191 and CVE-2013-3193.",,,microsoft,2013-08-14T10:00:00
CVE-2013-3188,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 8 and 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3189.",,,microsoft,2013-08-14T10:00:00
CVE-2013-3189,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 8 and 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3188.",,,microsoft,2013-08-14T10:00:00
CVE-2013-3190,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 8 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3191,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3187 and CVE-2013-3193.",,,microsoft,2013-08-14T10:00:00
CVE-2013-3192,microsoft,n/a,PUBLISHED,"Cross-site scripting (XSS) vulnerability in Microsoft Internet Explorer 6 through 10 allows remote attackers to inject arbitrary web script or HTML via crafted character sequences with EUC-JP encoding; aka ""EUC-JP Character Encoding Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3193,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3187 and CVE-2013-3191.",,,microsoft,2013-08-14T10:00:00
CVE-2013-3194,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3195,microsoft,n/a,PUBLISHED,"The DSA_InsertItem function in Comctl32.dll in the Windows common control library in Microsoft Windows XP SP2; Windows Server 2003 SP2; Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8; Windows Server 2012; and Windows RT does not properly allocate memory; which allows remote attackers to execute arbitrary code via a crafted value in an argument to an ASP.NET web application; aka ""Comctl32 Integer Overflow Vulnerability.""",,,microsoft,2013-10-09T14:44:00
CVE-2013-3196,microsoft,n/a,PUBLISHED,"The NT Virtual DOS Machine (NTVDM) subsystem in the kernel in Microsoft Windows XP SP3; Windows Server 2003 SP2; Windows Vista SP2; Windows Server 2008 SP2; Windows 7 SP1; and Windows 8 on 32-bit platforms does not properly validate kernel-memory addresses; which allows local users to gain privileges or cause a denial of service (memory corruption) via a crafted application; aka ""Windows Kernel Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3197 and CVE-2013-3198.",,,microsoft,2013-08-14T10:00:00
CVE-2013-3197,microsoft,n/a,PUBLISHED,"The NT Virtual DOS Machine (NTVDM) subsystem in the kernel in Microsoft Windows XP SP3; Windows Server 2003 SP2; Windows Vista SP2; Windows Server 2008 SP2; Windows 7 SP1; and Windows 8 on 32-bit platforms does not properly validate kernel-memory addresses; which allows local users to gain privileges or cause a denial of service (memory corruption) via a crafted application; aka ""Windows Kernel Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3196 and CVE-2013-3198.",,,microsoft,2013-08-14T10:00:00
CVE-2013-3198,microsoft,n/a,PUBLISHED,"The NT Virtual DOS Machine (NTVDM) subsystem in the kernel in Microsoft Windows XP SP3; Windows Server 2003 SP2; Windows Vista SP2; Windows Server 2008 SP2; Windows 7 SP1; and Windows 8 on 32-bit platforms does not properly validate kernel-memory addresses; which allows local users to gain privileges or cause a denial of service (memory corruption) via a crafted application; aka ""Windows Kernel Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3196 and CVE-2013-3197.",,,microsoft,2013-08-14T10:00:00
CVE-2013-3199,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 6 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-08-14T10:00:00
CVE-2013-3200,microsoft,n/a,PUBLISHED,"The USB drivers in the kernel-mode drivers in Microsoft Windows XP SP2 and SP3; Windows Server 2003 SP2; Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8; Windows Server 2012; and Windows RT allow physically proximate attackers to execute arbitrary code by connecting a crafted USB device; aka ""Windows USB Descriptor Vulnerability.""",,,microsoft,2013-10-09T14:44:00
CVE-2013-3201,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3203; CVE-2013-3206; CVE-2013-3207; and CVE-2013-3209.",,,microsoft,2013-09-11T10:00:00
CVE-2013-3202,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-09-11T10:00:00
CVE-2013-3203,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3201; CVE-2013-3206; CVE-2013-3207; and CVE-2013-3209.",,,microsoft,2013-09-11T10:00:00
CVE-2013-3204,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 7 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-09-11T10:00:00
CVE-2013-3205,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 6 through 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-09-11T10:00:00
CVE-2013-3206,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3201; CVE-2013-3203; CVE-2013-3207; and CVE-2013-3209.",,,microsoft,2013-09-11T10:00:00
CVE-2013-3207,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3201; CVE-2013-3203; CVE-2013-3206; and CVE-2013-3209.",,,microsoft,2013-09-11T10:00:00
CVE-2013-3208,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 8 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability.""",,,microsoft,2013-09-11T10:00:00
CVE-2013-3209,microsoft,n/a,PUBLISHED,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; aka ""Internet Explorer Memory Corruption Vulnerability;"" a different vulnerability than CVE-2013-3201; CVE-2013-3203; CVE-2013-3206; and CVE-2013-3207.",,,microsoft,2013-09-11T10:00:00
CVE-2013-3210,n/a,n/a,PUBLISHED,Opera before 12.15 does not properly block top-level domains in Set-Cookie headers; which allows remote attackers to obtain sensitive information by leveraging control of a different web site in the same top-level domain.,,,mitre,2022-10-03T16:14:46
CVE-2013-3211,n/a,n/a,PUBLISHED,"Unspecified vulnerability in Opera before 12.15 has unknown impact and attack vectors; related to a ""moderately severe issue.""",,,mitre,2022-10-03T16:14:45
CVE-2013-3212,n/a,n/a,PUBLISHED,vtiger CRM 5.4.0 and earlier contain local file-include vulnerabilities in 'customerportal.php' which allows remote attackers to view files and execute local script code.,,,mitre,2020-01-28T20:23:20
CVE-2013-3213,n/a,n/a,PUBLISHED,Multiple SQL injection vulnerabilities in vTiger CRM 5.0.0 through 5.4.0 allow remote attackers to execute arbitrary SQL commands via the (1) picklist_name parameter in the get_picklists method to soap/customerportal.php; (2) where parameter in the get_tickets_list method to soap/customerportal.php; or (3) emailaddress parameter in the SearchContactsByEmail method to soap/vtigerolservice.php; or remote authenticated users to execute arbitrary SQL commands via the (4) emailaddress parameter in th,,,mitre,2014-04-02T14:00:00
CVE-2013-3214,n/a,n/a,PUBLISHED,vtiger CRM 5.4.0 and earlier contain a PHP Code Injection Vulnerability in 'vtigerolservice.php'.,,,mitre,2020-01-28T20:27:32
CVE-2013-3215,n/a,n/a,PUBLISHED,vtiger CRM 5.4.0 and earlier contain an Authentication Bypass Vulnerability due to improper authentication validation in the validateSession function.,,,mitre,2020-01-29T17:21:01
CVE-2013-3219,n/a,n/a,PUBLISHED,bitcoind and Bitcoin-Qt 0.8.x before 0.8.1 do not enforce a certain block protocol rule; which allows remote attackers to bypass intended access restrictions and conduct double-spending attacks via a large block that triggers incorrect Berkeley DB locking in older product versions.,,,mitre,2022-10-03T16:14:46
CVE-2013-3220,n/a,n/a,PUBLISHED,bitcoind and Bitcoin-Qt before 0.4.9rc2; 0.5.x before 0.5.8rc2; 0.6.x before 0.6.5rc2; and 0.7.x before 0.7.3rc2; and wxBitcoin; do not properly consider whether a block's size could require an excessive number of database locks; which allows remote attackers to cause a denial of service (split) and enable certain double-spending capabilities via a large block that triggers incorrect Berkeley DB locking.,,,mitre,2022-10-03T16:14:45
CVE-2013-3221,n/a,n/a,PUBLISHED,"The Active Record component in Ruby on Rails 2.3.x; 3.0.x; 3.1.x; and 3.2.x does not ensure that the declared data type of a database column is used during comparisons of input values to stored values in that column; which makes it easier for remote attackers to conduct data-type injection attacks against Ruby on Rails applications via a crafted value; as demonstrated by unintended interaction between the ""typed XML"" feature and a MySQL database.",,,mitre,2013-04-22T01:00:00
CVE-2013-3222,n/a,n/a,PUBLISHED,The vcc_recvmsg function in net/atm/common.c in the Linux kernel before 3.9-rc7 does not initialize a certain length variable; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3223,n/a,n/a,PUBLISHED,The ax25_recvmsg function in net/ax25/af_ax25.c in the Linux kernel before 3.9-rc7 does not initialize a certain data structure; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3224,n/a,n/a,PUBLISHED,The bt_sock_recvmsg function in net/bluetooth/af_bluetooth.c in the Linux kernel before 3.9-rc7 does not properly initialize a certain length variable; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3225,n/a,n/a,PUBLISHED,The rfcomm_sock_recvmsg function in net/bluetooth/rfcomm/sock.c in the Linux kernel before 3.9-rc7 does not initialize a certain length variable; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3226,n/a,n/a,PUBLISHED,The sco_sock_recvmsg function in net/bluetooth/sco.c in the Linux kernel before 3.9-rc7 does not initialize a certain length variable; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3227,n/a,n/a,PUBLISHED,The caif_seqpkt_recvmsg function in net/caif/caif_socket.c in the Linux kernel before 3.9-rc7 does not initialize a certain length variable; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3228,n/a,n/a,PUBLISHED,The irda_recvmsg_dgram function in net/irda/af_irda.c in the Linux kernel before 3.9-rc7 does not initialize a certain length variable; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3229,n/a,n/a,PUBLISHED,The iucv_sock_recvmsg function in net/iucv/af_iucv.c in the Linux kernel before 3.9-rc7 does not initialize a certain length variable; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3230,n/a,n/a,PUBLISHED,The l2tp_ip6_recvmsg function in net/l2tp/l2tp_ip6.c in the Linux kernel before 3.9-rc7 does not initialize a certain structure member; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3231,n/a,n/a,PUBLISHED,The llc_ui_recvmsg function in net/llc/af_llc.c in the Linux kernel before 3.9-rc7 does not initialize a certain length variable; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3232,n/a,n/a,PUBLISHED,The nr_recvmsg function in net/netrom/af_netrom.c in the Linux kernel before 3.9-rc7 does not initialize a certain data structure; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3233,n/a,n/a,PUBLISHED,The llcp_sock_recvmsg function in net/nfc/llcp/sock.c in the Linux kernel before 3.9-rc7 does not initialize a certain length variable and a certain data structure; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3234,n/a,n/a,PUBLISHED,The rose_recvmsg function in net/rose/af_rose.c in the Linux kernel before 3.9-rc7 does not initialize a certain data structure; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
CVE-2013-3235,n/a,n/a,PUBLISHED,net/tipc/socket.c in the Linux kernel before 3.9-rc7 does not initialize a certain data structure and a certain length variable; which allows local users to obtain sensitive information from kernel stack memory via a crafted recvmsg or recvfrom system call.,,,mitre,2013-04-22T10:00:00
